Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
P39928|TX=559292,P39928,"P39928|TX=559292 OS=Yeast S288c GN=SLN1 TA=YIL147C_mRNA,NM_001179495.1 PA=YIL147C_mRNA,NP_012119.1,P39928",SLN1,1220,OS=Yeast,0.874,0.9962,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P40364|TX=559292,P40364,"P40364|TX=559292 OS=Yeast S288c GN=MPM1,YJL066C TA=NM_001181499.3,YJL066C_mRNA PA=YJL066C_mRNA,P40364,NP_012469.3","MPM1,YJL066C",252,OS=Yeast,0.872,0.9961,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
P25344|TX=559292,P25344,"P25344|TX=559292 OS=Yeast S288c GN=STE50,YCL032W TA=YCL032W_mRNA,NM_001178677.1 PA=YCL032W_mRNA,NP_009898.1,P25344","STE50,YCL032W",346,OS=Yeast,0.8719,0.9961,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Q99385|TX=559292,Q99385,"Q99385|TX=559292 OS=Yeast S288c GN=VCX1 TA=NM_001180187.1,YDL128W_mRNA PA=Q99385,NP_010155.1,YDL128W_mRNA",VCX1,411,OS=Yeast,0.8715,0.9961,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P38703|TX=559292,P38703,"P38703|TX=559292 OS=Yeast S288c GN=LAG1,YHL003C TA=NM_001179083.1,YHL003C_mRNA PA=P38703,NP_011860.1,YHL003C_mRNA","LAG1,YHL003C",411,OS=Yeast,0.8712,0.9961,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P40039|TX=559292,P40039,"P40039|TX=559292 OS=Yeast S288c GN=FCY21,YER060W TA=NM_001178951.3,YER060W_mRNA PA=NP_010981.3,YER060W_mRNA,P40039","FCY21,YER060W",528,OS=Yeast,0.8694,0.996,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P38969|TX=559292,P38969,"P38969|TX=559292 OS=Yeast S288c GN=YOR266W,PNT1 TA=YOR266W_mRNA,NM_001183685.3 PA=NP_014909.3,YOR266W_mRNA,P38969","YOR266W,PNT1",423,OS=Yeast,0.8682,0.996,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P40303|TX=559292,P40303,"P40303|TX=559292 OS=Yeast S288c GN=PRE6,YOL038W TA=NM_001183292.1,YOL038W_mRNA PA=YOL038W_mRNA,P40303,NP_014604.1","PRE6,YOL038W",254,OS=Yeast,0.865,0.9959,1,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,
P14681|TX=559292,P14681,"P14681|TX=559292 OS=Yeast S288c GN=YGR040W,KSS1 TA=NM_001181169.3,YGR040W_mRNA PA=P14681,YGR040W_mRNA,NP_011554.3","YGR040W,KSS1",368,OS=Yeast,0.8645,0.9958,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
P39551|TX=559292,P39551,"P39551|TX=559292 OS=Yeast S288c GN=YAR031W,PRM9 TA=YAR031W_mRNA,NM_001178224.1 PA=NP_009418.1,YAR031W_mRNA,P39551","YAR031W,PRM9",298,OS=Yeast,0.8641,0.9958,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P53174|TX=559292
P50276|TX=559292,P50276,"P50276|TX=559292 OS=Yeast S288c GN=MUP1,YGR055W TA=YGR055W_mRNA,NM_001181184.1 PA=P50276,YGR055W_mRNA,NP_011569.1","MUP1,YGR055W",574,OS=Yeast,0.8622,0.9958,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,
P20436|TX=559292,P20436,"P20436|TX=559292 OS=Yeast S288c GN=RPB8 TA=NM_001183643.1,YOR224C_mRNA PA=P20436,YOR224C_mRNA,NP_014867.1",RPB8,146,OS=Yeast,0.8599,0.9957,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,
Q12251|TX=559292,Q12251,"Q12251|TX=559292 OS=Yeast S288c GN=YPR011C TA=YPR011C_mRNA,NM_001184108.1 PA=YPR011C_mRNA,Q12251,NP_015336.1",YPR011C,326,OS=Yeast,0.8557,0.9955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53096|TX=559292,P53096,"P53096|TX=559292 OS=Yeast S288c GN=HOS2 TA=NM_001181059.1,YGL194C_mRNA PA=P53096,YGL194C_mRNA,NP_011321.1",HOS2,452,OS=Yeast,0.8528,0.9954,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P12611|TX=559292,P12611,"P12611|TX=559292 OS=Yeast S288c GN=WHI2,YOR043W TA=NM_001183462.1,YOR043W_mRNA PA=P12611,YOR043W_mRNA,NP_014686.1","WHI2,YOR043W",486,OS=Yeast,0.8511,0.9954,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P20434|TX=559292,P20434,"P20434|TX=559292 OS=Yeast S288c GN=RPB5 TA=YBR154C_mRNA,NM_001178502.1 PA=YBR154C_mRNA,NP_009712.1,P20434",RPB5,215,OS=Yeast,0.8506,0.9953,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q04925|TX=559292,Q04925,"Q04925|TX=559292 OS=Yeast S288c GN=YDR222W TA=NM_001180530.1,YDR222W_mRNA PA=NP_010508.1,YDR222W_mRNA,Q04925",YDR222W,415,OS=Yeast,0.8463,0.9952,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
P38993|TX=559292,P38993,"P38993|TX=559292 OS=Yeast S288c GN=YMR058W,FET3 TA=YMR058W_mRNA,NM_001182556.1 PA=YMR058W_mRNA,P38993,NP_013774.1","YMR058W,FET3",636,OS=Yeast,0.8443,0.9951,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Q08223|TX=559292,Q08223,"Q08223|TX=559292 OS=Yeast S288c GN=AIM39,YOL053W TA=NM_001183308.1,YOL053W_mRNA PA=NP_014588.1,Q08223,YOL053W_mRNA","AIM39,YOL053W",395,OS=Yeast,0.8434,0.9951,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
Q12466|TX=559292,Q12466,"Q12466|TX=559292 OS=Yeast S288c GN=TCB1,YOR086C TA=YOR086C_mRNA,NM_001183505.1 PA=Q12466,YOR086C_mRNA,NP_014729.1","TCB1,YOR086C",1186,OS=Yeast,0.842,0.995,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P38247|TX=559292,P38247,"P38247|TX=559292 OS=Yeast S288c GN=SLM4 TA=YBR077C_mRNA,NM_001178425.3 PA=P38247,NP_009633.3,YBR077C_mRNA",SLM4,162,OS=Yeast,0.8412,0.995,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P32798|TX=559292,P32798,"P32798|TX=559292 OS=Yeast S288c GN=COT1,YOR316C TA=NM_001183736.3,YOR316C_mRNA PA=NP_014961.3,YOR316C_mRNA,P32798","COT1,YOR316C",439,OS=Yeast,0.8362,0.9948,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P48365|TX=559292,P48365,"P48365|TX=559292 OS=Yeast S288c GN=GYP7,YDL234C TA=NM_001180294.1,YDL234C_mRNA PA=NP_010047.1,P48365,YDL234C_mRNA","GYP7,YDL234C",746,OS=Yeast,0.836,0.9948,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
P53879|TX=559292,P53879,"P53879|TX=559292 OS=Yeast S288c GN=RHO5 TA=YNL180C_mRNA,NM_001183018.1 PA=P53879,NP_014219.1,YNL180C_mRNA",RHO5,331,OS=Yeast,0.8352,0.9948,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Q12052|TX=559292,Q12052,"Q12052|TX=559292 OS=Yeast S288c GN=TGS1,YPL157W TA=NM_001183971.1,YPL157W_mRNA PA=NP_015168.1,Q12052,YPL157W_mRNA","TGS1,YPL157W",315,OS=Yeast,0.8352,0.9948,1,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,
P38315|TX=559292,P38315,"P38315|TX=559292 OS=Yeast S288c GN=YBR216C,YBP1 TA=NM_001178564.3,YBR216C_mRNA PA=P38315,YBR216C_mRNA,NP_009775.3","YBR216C,YBP1",674,OS=Yeast,0.8344,0.9947,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P05318|TX=559292,P05318,"P05318|TX=559292 OS=Yeast S288c GN=RPP1A TA=NM_001180140.1,YDL081C_mRNA PA=YDL081C_mRNA,P05318,NP_010202.1",RPP1A,106,OS=Yeast,0.824,0.9943,1,9,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2,
P36036|TX=559292,P36036,"P36036|TX=559292 OS=Yeast S288c GN=YRA2,YKL214C TA=YKL214C_mRNA,NM_001179779.1 PA=YKL214C_mRNA,P36036,NP_012708.1","YRA2,YKL214C",203,OS=Yeast,0.8216,0.9942,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P31412|TX=559292,P31412,"P31412|TX=559292 OS=Yeast S288c GN=VMA5 TA=NM_001179646.1,YKL080W_mRNA PA=YKL080W_mRNA,P31412,NP_012843.1",VMA5,392,OS=Yeast,0.8188,0.9941,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P29465|TX=559292,P29465,"P29465|TX=559292 OS=Yeast S288c GN=CHS3 TA=NM_001178371.1,YBR023C_mRNA PA=NP_009579.1,YBR023C_mRNA,P29465",CHS3,1165,OS=Yeast,0.8138,0.9939,1,6,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,
P07277|TX=559292,P07277,"P07277|TX=559292 OS=Yeast S288c GN=ERG12 TA=NM_001182715.1,YMR208W_mRNA PA=NP_013935.1,YMR208W_mRNA,P07277",ERG12,443,OS=Yeast,0.812,0.9939,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P21827|TX=559292,P21827,"P21827|TX=559292 OS=Yeast S288c GN=SRM1 TA=YGL097W_mRNA,NM_001180962.1 PA=YGL097W_mRNA,P21827,NP_011418.1",SRM1,482,OS=Yeast,0.8098,0.9938,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P35999|TX=559292,P35999,"P35999|TX=559292 OS=Yeast S288c GN=OCT1 TA=YKL134C_mRNA,NM_001179700.2 PA=YKL134C_mRNA,P35999,NP_012788.2",1-Oct,772,OS=Yeast,0.8081,0.9937,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P40071|TX=559292,P40071,"P40071|TX=559292 OS=Yeast S288c GN=TMN3,YER113C TA=NM_001179003.3,YER113C_mRNA PA=P40071,NP_011038.3,YER113C_mRNA","TMN3,YER113C",706,OS=Yeast,0.8064,0.9936,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P32916|TX=559292,P32916,"P32916|TX=559292 OS=Yeast S288c GN=SRP101,YDR292C TA=YDR292C_mRNA,NM_001180600.3 PA=YDR292C_mRNA,NP_010578.3,P32916","SRP101,YDR292C",621,OS=Yeast,0.8039,0.9935,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
P42940|TX=559292,P42940,"P42940|TX=559292 OS=Yeast S288c GN=CIR1,YGR207C TA=NM_001181336.1,YGR207C_mRNA PA=NP_011723.1,YGR207C_mRNA,P42940","CIR1,YGR207C",261,OS=Yeast,0.8019,0.9935,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53038|TX=559292,P53038,"P53038|TX=559292 OS=Yeast S288c GN=YGR099W,TEL2 TA=YGR099W_mRNA,NM_001181228.3 PA=YGR099W_mRNA,NP_011613.3,P53038","YGR099W,TEL2",688,OS=Yeast,0.7989,0.9933,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q08754|TX=559292,Q08754,"Q08754|TX=559292 OS=Yeast S288c GN=BUD7,YOR299W TA=NM_001183718.1,YOR299W_mRNA PA=YOR299W_mRNA,Q08754,NP_014943.1","BUD7,YOR299W",746,OS=Yeast,0.797,0.9933,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q03212|TX=559292,Q03212,"Q03212|TX=559292 OS=Yeast S288c GN=YMR171C,EAR1 TA=NM_001182675.1,YMR171C_mRNA PA=YMR171C_mRNA,NP_013894.1,Q03212","YMR171C,EAR1",550,OS=Yeast,0.7931,0.9931,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q08924|TX=559292,Q08924,"Q08924|TX=559292 OS=Yeast S288c GN=RTT10 TA=YPL183C_mRNA,NM_001183997.1 PA=YPL183C_mRNA,Q08924,NP_015142.1",RTT10,1013,OS=Yeast,0.7885,0.9929,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
P0CX33|TX=559292,P0CX33,"P0CX33|TX=559292 OS=Yeast S288c GN=RPS30A,RPS30B TA=YLR287C-A_mRNA,YOR182C_mRNA,NM_001183601.3,NM_001182175.1 PA=NP_013390.1,YLR287C-A_mRNA,P0CX33,NP_014825.3,YOR182C_mRNA","RPS30A,RPS30B",63,OS=Yeast,0.7846,0.9927,1,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Q06344|TX=559292,Q06344,"Q06344|TX=559292 OS=Yeast S288c GN=YDR365C,ESF1 TA=NM_001180673.1,YDR365C_mRNA PA=Q06344,YDR365C_mRNA,NP_010653.1","YDR365C,ESF1",628,OS=Yeast,0.7738,0.9923,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38805|TX=559292,P38805,"P38805|TX=559292 OS=Yeast S288c GN=YHR088W,RPF1 TA=YHR088W_mRNA,NM_001179218.1 PA=YHR088W_mRNA,NP_011956.1,P38805","YHR088W,RPF1",295,OS=Yeast,0.7705,0.9921,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P36160|TX=559292,P36160,"P36160|TX=559292 OS=Yeast S288c GN=RPF2,YKR081C TA=NM_001179871.1,YKR081C_mRNA PA=YKR081C_mRNA,NP_013007.1,P36160","RPF2,YKR081C",344,OS=Yeast,0.7688,0.992,1,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38789|TX=559292,P38789,"P38789|TX=559292 OS=Yeast S288c GN=YHR066W,SSF1 TA=NM_001179196.1,YHR066W_mRNA PA=NP_011933.1,YHR066W_mRNA,P38789","YHR066W,SSF1",453,OS=Yeast,0.7682,0.992,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Q12153|TX=559292
Q12296|TX=559292,Q12296,"Q12296|TX=559292 OS=Yeast S288c GN=MAM3,YOL060C TA=NM_001183315.1,YOL060C_mRNA PA=Q12296,YOL060C_mRNA,NP_014581.1","MAM3,YOL060C",706,OS=Yeast,0.7674,0.992,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q99220|TX=559292,Q99220,"Q99220|TX=559292 OS=Yeast S288c GN=YDR057W,YOS9 TA=YDR057W_mRNA,NM_001180365.3 PA=Q99220,YDR057W_mRNA,NP_010342.3","YDR057W,YOS9",542,OS=Yeast,0.7658,0.9919,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q03308|TX=559292,Q03308,"Q03308|TX=559292 OS=Yeast S288c GN=VPS16 TA=YPL045W_mRNA,NM_001183859.1 PA=NP_015280.1,YPL045W_mRNA,Q03308",VPS16,798,OS=Yeast,0.7633,0.9918,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P35180|TX=559292,P35180,"P35180|TX=559292 OS=Yeast S288c GN=TOM20 TA=NM_001181211.1,YGR082W_mRNA PA=NP_011596.1,P35180,YGR082W_mRNA",TOM20,183,OS=Yeast,0.7631,0.9918,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
P41921-2|TX=559292,P41921-2,P41921-2|TX=559292 OS=Yeast S288c ,,467,OS=Yeast,0.758,0.9916,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P41921|TX=559292
P53075|TX=559292,P53075,"P53075|TX=559292 OS=Yeast S288c GN=SHE10,YGL228W TA=YGL228W_mRNA,NM_001181094.1 PA=YGL228W_mRNA,P53075,NP_011286.1","SHE10,YGL228W",577,OS=Yeast,0.7534,0.9914,1,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q12509|TX=559292,Q12509,"Q12509|TX=559292 OS=Yeast S288c GN=YLR085C,ARP6 TA=NM_001181972.1,YLR085C_mRNA PA=Q12509,NP_013186.1,YLR085C_mRNA","YLR085C,ARP6",438,OS=Yeast,0.7454,0.991,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P43593|TX=559292,P43593,"P43593|TX=559292 OS=Yeast S288c GN=UBP6,YFR010W TA=YFR010W_mRNA,NM_001179975.1 PA=YFR010W_mRNA,P43593,NP_116665.1","UBP6,YFR010W",499,OS=Yeast,0.7443,0.9909,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
P42839|TX=559292,P42839,"P42839|TX=559292 OS=Yeast S288c GN=VNX1,YNL321W TA=NM_001183159.1,YNL321W_mRNA PA=YNL321W_mRNA,NP_014078.1,P42839","VNX1,YNL321W",908,OS=Yeast,0.7407,0.9908,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,
P36516|TX=559292,P36516,"P36516|TX=559292 OS=Yeast S288c GN=MRPL3 TA=NM_001182520.1,YMR024W_mRNA PA=P36516,NP_013737.1,YMR024W_mRNA",MRPL3,390,OS=Yeast,0.7331,0.9904,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P43610|TX=559292,P43610,"P43610|TX=559292 OS=Yeast S288c GN=YFR038W,IRC5 TA=NM_001180003.1,YFR038W_mRNA PA=P43610,NP_116696.2,YFR038W_mRNA","YFR038W,IRC5",853,OS=Yeast,0.7317,0.9903,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
P38999|TX=559292,P38999,"P38999|TX=559292 OS=Yeast S288c GN=LYS9 TA=NM_001183227.1,YNR050C_mRNA PA=YNR050C_mRNA,NP_014448.1,P38999",LYS9,446,OS=Yeast,0.7289,0.9902,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P53721|TX=559292,P53721,"P53721|TX=559292 OS=Yeast S288c GN=RCF2,YNR018W TA=YNR018W_mRNA,NM_001183195.1 PA=P53721,NP_014415.1,YNR018W_mRNA","RCF2,YNR018W",224,OS=Yeast,0.7271,0.9901,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P04161|TX=559292,P04161,"P04161|TX=559292 OS=Yeast S288c GN=YDR408C,ADE8 TA=NM_001180716.3,YDR408C_mRNA PA=NP_010696.3,P04161,YDR408C_mRNA","YDR408C,ADE8",214,OS=Yeast,0.7266,0.9901,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Q03771|TX=559292,Q03771,"Q03771|TX=559292 OS=Yeast S288c GN=YDR161W TA=YDR161W_mRNA,NM_001180468.1 PA=YDR161W_mRNA,NP_010445.1,Q03771",YDR161W,387,OS=Yeast,0.7256,0.99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P32771|TX=559292,P32771,"P32771|TX=559292 OS=Yeast S288c GN=SFA1 TA=NM_001180228.1,YDL168W_mRNA PA=P32771,NP_010113.1,YDL168W_mRNA",SFA1,386,OS=Yeast,0.7234,0.9899,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P32629|TX=559292,P32629,"P32629|TX=559292 OS=Yeast S288c GN=ANP1 TA=YEL036C_mRNA,NM_001178851.1 PA=YEL036C_mRNA,NP_010878.1,P32629",ANP1,500,OS=Yeast,0.7229,0.9899,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P32799|TX=559292,P32799,"P32799|TX=559292 OS=Yeast S288c GN=COX13,YGL191W TA=NM_001181056.1,YGL191W_mRNA PA=P32799,YGL191W_mRNA,NP_011324.1","COX13,YGL191W",129,OS=Yeast,0.7197,0.9897,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P53154|TX=559292,P53154,"P53154|TX=559292 OS=Yeast S288c GN=YGL084C,GUP1 TA=YGL084C_mRNA,NM_001180949.1 PA=P53154,NP_011431.1,YGL084C_mRNA","YGL084C,GUP1",560,OS=Yeast,0.7141,0.9894,1,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
P20795|TX=559292,P20795,"P20795|TX=559292 OS=Yeast S288c GN=VPS33 TA=NM_001182284.3,YLR396C_mRNA PA=YLR396C_mRNA,NP_013500.3,P20795",VPS33,691,OS=Yeast,0.7107,0.9893,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
Q12504|TX=559292,Q12504,"Q12504|TX=559292 OS=Yeast S288c GN=RKM4 TA=NM_001180565.1,YDR257C_mRNA PA=Q12504,NP_010543.1,YDR257C_mRNA",RKM4,494,OS=Yeast,0.7048,0.989,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P53378|TX=559292,P53378,"P53378|TX=559292 OS=Yeast S288c GN=YLR212C,TUB4 TA=NM_001182099.1,YLR212C_mRNA PA=P53378,NP_013313.1,YLR212C_mRNA","YLR212C,TUB4",473,OS=Yeast,0.7038,0.9889,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P40484|TX=559292,P40484,"P40484|TX=559292 OS=Yeast S288c GN=YIL106W,MOB1 TA=NM_001179454.1,YIL106W_mRNA PA=NP_012160.2,P40484,YIL106W_mRNA","YIL106W,MOB1",314,OS=Yeast,0.7,0.9887,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53104|TX=559292,P53104,"P53104|TX=559292 OS=Yeast S288c GN=ATG1 TA=YGL180W_mRNA,NM_001181045.1 PA=P53104,YGL180W_mRNA,NP_011335.1",ATG1,897,OS=Yeast,0.6916,0.9883,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
