Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
Q12284|TX=559292,Q12284,"Q12284|TX=559292 OS=Yeast S288c GN=ERV2,YPR037C TA=NM_001184134.1,YPR037C_mRNA PA=Q12284,YPR037C_mRNA,NP_015362.1","ERV2,YPR037C",196,OS=Yeast,0.966,0.999,1,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
P09232|TX=559292,P09232,"P09232|TX=559292 OS=Yeast S288c GN=PRB1 TA=NM_001178875.1,YEL060C_mRNA PA=NP_010854.1,YEL060C_mRNA,P09232",PRB1,635,OS=Yeast,0.9656,0.9989,1,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
P0CE11|TX=559292,P0CE11,"P0CE11|TX=559292 OS=Yeast S288c GN=HVG1 TA=YER039C_mRNA,NM_001178930.1 PA=P0CE11,YER039C_mRNA,NP_010956.1",HVG1,249,OS=Yeast,0.965,0.9989,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,P40107|TX=559292
P40217|TX=559292,P40217,"P40217|TX=559292 OS=Yeast S288c GN=TIF34,YMR146C TA=NM_001182648.1,YMR146C_mRNA PA=NP_013866.1,YMR146C_mRNA,P40217","TIF34,YMR146C",347,OS=Yeast,0.9642,0.985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P27515|TX=559292,P27515,"P27515|TX=559292 OS=Yeast S288c GN=URK1,YNR012W TA=NM_001183189.1,YNR012W_mRNA PA=NP_014409.1,P27515,YNR012W_mRNA","URK1,YNR012W",501,OS=Yeast,0.963,0.9989,1,7,7,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,
P33324|TX=559292,P33324,"P33324|TX=559292 OS=Yeast S288c GN=YKL091C TA=YKL091C_mRNA,NM_001179657.1 PA=YKL091C_mRNA,NP_012832.1,P33324",YKL091C,310,OS=Yeast,0.9621,0.9837,1,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P38013|TX=559292,P38013,"P38013|TX=559292 OS=Yeast S288c GN=AHP1 TA=NM_001181996.1,YLR109W_mRNA PA=NP_013210.1,P38013,YLR109W_mRNA",AHP1,176,OS=Yeast,0.961,0.9988,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38921|TX=559292,P38921,"P38921|TX=559292 OS=Yeast S288c GN=PET8 TA=NM_001182842.3,YNL003C_mRNA PA=YNL003C_mRNA,NP_014395.3,P38921",PET8,284,OS=Yeast,0.9607,0.9868,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P32598|TX=559292,P32598,"P32598|TX=559292 OS=Yeast S288c GN=GLC7 TA=NM_001179023.3,YER133W_mRNA PA=YER133W_mRNA,P32598,NP_011059.3",GLC7,312,OS=Yeast,0.9599,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P00427|TX=559292,P00427,"P00427|TX=559292 OS=Yeast S288c GN=COX6,YHR051W TA=NM_001179181.1,YHR051W_mRNA PA=NP_011918.1,P00427,YHR051W_mRNA","COX6,YHR051W",148,OS=Yeast,0.9598,0.9849,1,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07915|TX=559292,Q07915,"Q07915|TX=559292 OS=Yeast S288c GN=RLP24,YLR009W TA=NM_001181896.1,YLR009W_mRNA PA=Q07915,YLR009W_mRNA,NP_013109.1","RLP24,YLR009W",199,OS=Yeast,0.9598,0.9913,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
P38301|TX=559292,P38301,"P38301|TX=559292 OS=Yeast S288c GN=YBR187W,GDT1 TA=NM_001178535.1,YBR187W_mRNA PA=NP_009746.1,P38301,YBR187W_mRNA","YBR187W,GDT1",280,OS=Yeast,0.9597,0.9988,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
Q07824|TX=559292,Q07824,"Q07824|TX=559292 OS=Yeast S288c GN=TPO1,YLL028W TA=YLL028W_mRNA,NM_001181848.1 PA=Q07824,YLL028W_mRNA,NP_013072.1","TPO1,YLL028W",586,OS=Yeast,0.9597,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P38720|TX=559292,P38720,"P38720|TX=559292 OS=Yeast S288c GN=YHR183W,GND1 TA=YHR183W_mRNA,NM_001179314.3 PA=P38720,YHR183W_mRNA,NP_012053.3","YHR183W,GND1",489,OS=Yeast,0.9568,0.9847,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06543|TX=559292,Q06543,"Q06543|TX=559292 OS=Yeast S288c GN=YLR243W,GPN3 TA=YLR243W_mRNA,NM_001182130.1 PA=NP_013344.1,Q06543,YLR243W_mRNA","YLR243W,GPN3",272,OS=Yeast,0.9535,0.9986,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,
P32558|TX=559292,P32558,"P32558|TX=559292 OS=Yeast S288c GN=SPT16 TA=NM_001181072.1,YGL207W_mRNA PA=P32558,YGL207W_mRNA,NP_011308.1",SPT16,1035,OS=Yeast,0.9534,0.9986,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q02795|TX=559292,Q02795,"Q02795|TX=559292 OS=Yeast S288c GN=SWP1,YMR149W TA=NM_001182651.1,YMR149W_mRNA PA=NP_013869.1,Q02795,YMR149W_mRNA","SWP1,YMR149W",286,OS=Yeast,0.9523,0.9985,1,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
P25618|TX=559292,P25618,"P25618|TX=559292 OS=Yeast S288c GN=CWH43,YCR017C TA=NM_001178730.1,YCR017C_mRNA PA=P25618,NP_009943.2,YCR017C_mRNA","CWH43,YCR017C",953,OS=Yeast,0.9464,0.9983,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P47176|TX=559292,P47176,"P47176|TX=559292 OS=Yeast S288c GN=BAT2 TA=YJR148W_mRNA,NM_001181806.1 PA=NP_012682.1,P47176,YJR148W_mRNA",BAT2,376,OS=Yeast,0.9458,0.9822,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P07256|TX=559292,P07256,"P07256|TX=559292 OS=Yeast S288c GN=COR1 TA=NM_001178285.1,YBL045C_mRNA PA=P07256,NP_009508.1,YBL045C_mRNA",COR1,457,OS=Yeast,0.9454,0.9983,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08245|TX=559292,Q08245,"Q08245|TX=559292 OS=Yeast S288c GN=YOL109W,ZEO1 TA=YOL109W_mRNA,NM_001183363.1 PA=Q08245,YOL109W_mRNA,NP_014532.1","YOL109W,ZEO1",113,OS=Yeast,0.9395,0.9981,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P23968|TX=559292,P23968,"P23968|TX=559292 OS=Yeast S288c GN=VMA16 TA=NM_001179156.1,YHR026W_mRNA PA=NP_011891.1,P23968,YHR026W_mRNA",VMA16,213,OS=Yeast,0.9356,0.998,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08421|TX=559292,Q08421,"Q08421|TX=559292 OS=Yeast S288c GN=ETT1 TA=NM_001183470.1,YOR051C_mRNA PA=NP_014694.1,YOR051C_mRNA,Q08421",ETT1,412,OS=Yeast,0.9351,0.9979,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P11655|TX=559292,P11655,"P11655|TX=559292 OS=Yeast S288c GN=SEC12 TA=NM_001183203.1,YNR026C_mRNA PA=P11655,YNR026C_mRNA,NP_014423.1",SEC12,471,OS=Yeast,0.9337,0.9713,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P32340|TX=559292,P32340,"P32340|TX=559292 OS=Yeast S288c GN=NDI1,YML120C TA=NM_001182483.1,YML120C_mRNA PA=YML120C_mRNA,NP_013586.1,P32340","NDI1,YML120C",513,OS=Yeast,0.9297,0.9978,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
P38810|TX=559292,P38810,"P38810|TX=559292 OS=Yeast S288c GN=SFB3 TA=NM_001179228.1,YHR098C_mRNA PA=P38810,NP_011966.1,YHR098C_mRNA",SFB3,929,OS=Yeast,0.9291,0.9977,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P17709|TX=559292,P17709,"P17709|TX=559292 OS=Yeast S288c GN=GLK1 TA=YCL040W_mRNA,NM_001178685.1 PA=YCL040W_mRNA,NP_009890.1,P17709",GLK1,500,OS=Yeast,0.9278,0.9678,1,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P29509|TX=559292,P29509,"P29509|TX=559292 OS=Yeast S288c GN=TRR1,YDR353W TA=NM_001180661.1,YDR353W_mRNA PA=NP_010640.1,P29509,YDR353W_mRNA","TRR1,YDR353W",319,OS=Yeast,0.925,0.9976,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P34221|TX=559292,P34221,"P34221|TX=559292 OS=Yeast S288c GN=YBL056W,PTC3 TA=NM_001178296.2,YBL056W_mRNA PA=P34221,YBL056W_mRNA,NP_009497.2","YBL056W,PTC3",468,OS=Yeast,0.9213,0.9975,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P39966|TX=559292
P35725|TX=559292,P35725,"P35725|TX=559292 OS=Yeast S288c GN=YKL063C TA=YKL063C_mRNA,NM_001179629.1 PA=NP_012860.1,P35725,YKL063C_mRNA",YKL063C,167,OS=Yeast,0.9211,0.9975,1,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
Q08492|TX=559292,Q08492,"Q08492|TX=559292 OS=Yeast S288c GN=BUD21 TA=YOR078W_mRNA,NM_001183497.1 PA=NP_014721.1,YOR078W_mRNA,Q08492",BUD21,214,OS=Yeast,0.9206,0.9711,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P25656|TX=559292,P25656,"P25656|TX=559292 OS=Yeast S288c GN=YCR094W,CDC50 TA=YCR094W_mRNA,NM_001178800.1 PA=P25656,NP_010018.1,YCR094W_mRNA","YCR094W,CDC50",391,OS=Yeast,0.9199,0.9974,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P46672|TX=559292,P46672,"P46672|TX=559292 OS=Yeast S288c GN=YGL105W,ARC1 TA=NM_001180970.1,YGL105W_mRNA PA=P46672,NP_011410.1,YGL105W_mRNA","YGL105W,ARC1",376,OS=Yeast,0.9165,0.9973,1,4,4,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P49089|TX=559292,P49089,"P49089|TX=559292 OS=Yeast S288c GN=ASN1,YPR145W TA=NM_001184242.1,YPR145W_mRNA PA=P49089,YPR145W_mRNA,NP_015471.1","ASN1,YPR145W",572,OS=Yeast,0.9155,0.9719,1,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Q03362|TX=559292,Q03362,"Q03362|TX=559292 OS=Yeast S288c GN=YDR476C TA=YDR476C_mRNA,NM_001180784.1 PA=NP_010764.1,YDR476C_mRNA,Q03362",YDR476C,224,OS=Yeast,0.9154,0.9973,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P38217|TX=559292,P38217,"P38217|TX=559292 OS=Yeast S288c GN=YBR017C,KAP104 TA=NM_001178365.1,YBR017C_mRNA PA=NP_009573.1,YBR017C_mRNA,P38217","YBR017C,KAP104",918,OS=Yeast,0.9127,0.9972,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P19414|TX=559292,P19414,"P19414|TX=559292 OS=Yeast S288c GN=ACO1 TA=NM_001182192.1,YLR304C_mRNA PA=YLR304C_mRNA,P19414,NP_013407.1",ACO1,778,OS=Yeast,0.9111,0.9971,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P43639|TX=559292,P43639,"P43639|TX=559292 OS=Yeast S288c GN=CKB1 TA=YGL019W_mRNA,NM_001180884.3 PA=NP_011496.3,YGL019W_mRNA,P43639",CKB1,278,OS=Yeast,0.9106,0.9971,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P37263|TX=559292,P37263,"P37263|TX=559292 OS=Yeast S288c GN=YCR087C-A TA=NM_001184316.1,YCR087C-A_mRNA PA=YCR087C-A_mRNA,NP_010011.1,P37263",YCR087C-A,153,OS=Yeast,0.908,0.997,1,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
P37370|TX=559292,P37370,"P37370|TX=559292 OS=Yeast S288c GN=VRP1 TA=YLR337C_mRNA,NM_001182226.1 PA=YLR337C_mRNA,P37370,NP_013441.1",VRP1,817,OS=Yeast,0.9036,0.9555,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P0C0V8|TX=559292,P0C0V8,"P0C0V8|TX=559292 OS=Yeast S288c GN=RPS21A TA=YKR057W_mRNA,NM_001179847.3 PA=YKR057W_mRNA,P0C0V8,NP_012983.3",RPS21A,87,OS=Yeast,0.8945,0.9965,1,14,0,14,0,0,1,1,1,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Q3E754|TX=559292
P25350|TX=559292,P25350,"P25350|TX=559292 OS=Yeast S288c GN=YCR006C TA=YCR006C_mRNA PA=YCR006C_mRNA,P25350",YCR006C,157,OS=Yeast,0.8945,0.9965,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Q6Q547|TX=559292,Q6Q547,"Q6Q547|TX=559292 OS=Yeast S288c GN=NOP10,YHR072W-A TA=YHR072W-A_mRNA,NM_001184438.1 PA=YHR072W-A_mRNA,NP_058135.1,Q6Q547","NOP10,YHR072W-A",58,OS=Yeast,0.8945,0.9965,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08096|TX=559292,Q08096,"Q08096|TX=559292 OS=Yeast S288c GN=RCL1,YOL010W TA=NM_001183264.1,YOL010W_mRNA PA=NP_014633.1,YOL010W_mRNA,Q08096","RCL1,YOL010W",367,OS=Yeast,0.8822,0.9604,1,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P36149|TX=559292,P36149,"P36149|TX=559292 OS=Yeast S288c GN=BET3,YKR068C TA=YKR068C_mRNA,NM_001179858.1 PA=P36149,YKR068C_mRNA,NP_012994.1","BET3,YKR068C",193,OS=Yeast,0.882,0.9511,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
P35729|TX=559292,P35729,"P35729|TX=559292 OS=Yeast S288c GN=NUP120 TA=NM_001179623.1,YKL057C_mRNA PA=P35729,YKL057C_mRNA,NP_012866.1",NUP120,1037,OS=Yeast,0.8751,0.9958,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
P22217|TX=559292,P22217,"P22217|TX=559292 OS=Yeast S288c GN=TRX1 TA=YLR043C_mRNA,NM_001181930.1 PA=P22217,NP_013144.1,YLR043C_mRNA",TRX1,103,OS=Yeast,0.8735,0.9965,2,4,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P32378|TX=559292,P32378,"P32378|TX=559292 OS=Yeast S288c GN=COQ2,YNR041C TA=YNR041C_mRNA,NM_001183218.3 PA=P32378,YNR041C_mRNA,NP_014439.3","COQ2,YNR041C",372,OS=Yeast,0.8684,0.9955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q99257|TX=559292,Q99257,"Q99257|TX=559292 OS=Yeast S288c GN=YPL169C,MEX67 TA=NM_001183983.1,YPL169C_mRNA PA=Q99257,YPL169C_mRNA,NP_015156.1","YPL169C,MEX67",599,OS=Yeast,0.8679,0.9955,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P49166|TX=559292,P49166,"P49166|TX=559292 OS=Yeast S288c GN=RPL37A TA=YLR185W_mRNA,NM_001182072.1 PA=YLR185W_mRNA,NP_013286.1,P49166",RPL37A,88,OS=Yeast,0.8656,0.9954,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P01123|TX=559292,P01123,"P01123|TX=559292 OS=Yeast S288c GN=YPT1 TA=YFL038C_mRNA,NM_001179928.1 PA=NP_116615.1,YFL038C_mRNA,P01123",YPT1,206,OS=Yeast,0.8648,0.9684,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P53155|TX=559292,P53155,"P53155|TX=559292 OS=Yeast S288c GN=YGL082W TA=YGL082W_mRNA,NM_001180947.3 PA=NP_011433.3,YGL082W_mRNA,P53155",YGL082W,381,OS=Yeast,0.8552,0.995,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P04802|TX=559292,P04802,"P04802|TX=559292 OS=Yeast S288c GN=DPS1 TA=YLL018C_mRNA,NM_001181838.1 PA=YLL018C_mRNA,NP_013083.1,P04802",DPS1,557,OS=Yeast,0.8508,0.9948,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06188|TX=559292,Q06188,"Q06188|TX=559292 OS=Yeast S288c GN=YLR455W TA=NM_001182343.3,YLR455W_mRNA PA=YLR455W_mRNA,Q06188,NP_013560.3",YLR455W,304,OS=Yeast,0.8471,0.9947,1,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P41543|TX=559292,P41543,"P41543|TX=559292 OS=Yeast S288c GN=OST1 TA=NM_001181436.3,YJL002C_mRNA PA=P41543,NP_012532.3,YJL002C_mRNA",OST1,476,OS=Yeast,0.8375,0.9943,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P36036|TX=559292,P36036,"P36036|TX=559292 OS=Yeast S288c GN=YRA2,YKL214C TA=YKL214C_mRNA,NM_001179779.1 PA=YKL214C_mRNA,P36036,NP_012708.1","YRA2,YKL214C",203,OS=Yeast,0.8325,0.9941,1,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
P28496|TX=559292,P28496,"P28496|TX=559292 OS=Yeast S288c GN=LAC1 TA=YKL008C_mRNA,NM_001179574.3 PA=NP_012917.3,YKL008C_mRNA,P28496",LAC1,418,OS=Yeast,0.8306,0.994,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
P53114|TX=559292,P53114,"P53114|TX=559292 OS=Yeast S288c GN=NUT1 TA=YGL151W_mRNA,NM_001181016.1 PA=YGL151W_mRNA,NP_011364.1,P53114",NUT1,1132,OS=Yeast,0.8251,0.9937,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q02796|TX=559292,Q02796,"Q02796|TX=559292 OS=Yeast S288c GN=LGE1,YPL055C TA=NM_001183869.1,YPL055C_mRNA PA=Q02796,NP_015270.1,YPL055C_mRNA","LGE1,YPL055C",332,OS=Yeast,0.8202,0.9935,1,7,7,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
