"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","set","DE","GO"
"BP","GO:0090501","RNA phosphodiester bond hydrolysis",0.0464333781965007,0.0254413291796469,1.57277649257125e-08,7.30554680799344e-07,6.5849668412654e-07,"YJR002W/YML093W/YER082C/YPL217C/YLR312W-A/YLR059C/YPR112C/YBR247C/YLR129W/YNR052C/YOL021C/YDR339C/YNL232W/YDR228C/YJR093C/YKL025C/YGR158C/YBL004W/YDL060W/YOR294W/YML091C/YGL246C/YOR004W/YGR195W/YPR137W/YAL043C/YDL111C/YOR001W/YDL148C/YGL171W/YAL021C/YKR079C/YDL208W/YLL035W/YDR279W/YJL050W/YJL010C/YOL123W/YGL070C/YJR063W/YLR293C/YCL059C/YAR008W/YHR062C/YPR170W-B/YLR154C/YJL109C/YCR057C/YGL078C/YHR072W-A/YLR222C/YDR500C/YOL077C/YOR310C/YJL208C/YLR185W/YMR229C/YHR052W/YJL177W/YDR450W/YML026C/YLR186W/YKL180W/YLR048W/YJL136C/YGR214W/YPR144C/YHR021C/YKR057W",69,"corrected_B1_WT_vs_B1_ATG","Down","BP_RNA phosphodiester bond hydrolysis"
"BP","GO:0016053","organic acid biosynthetic process",0.0457604306864065,0.0334025614399446,0.00181384665131087,0.0263291177979343,0.0237321547881217,"YIL116W/YKL192C/YDL066W/YDR035W/YDR127W/YNR050C/YGR155W/YEL046C/YCL009C/YMR108W/YNL104C/YLR146C/YBR159W/YPR118W/YGL009C/YIR034C/YLR355C/YHR033W/YER023W/YLR380W/YOL052C/YBR034C/YLL027W/YNL135C/YGL026C/YOR278W/YJR025C/YBR263W/YBR041W/YHR208W/YER052C/YMR272C/YPR069C/YJL097W/YNL256W/YER055C/YDR234W/YIL051C/YKL132C/YLR089C/YDL171C/YJL196C/YDL015C/YGL148W/YPR060C/YPL273W/YOR136W/YBR177C/YGR124W/YDR158W/YOR202W/YER086W/YBR249C/YJL200C/YJL130C/YGL202W/YAL012W/YCR053W/YBR084W/YLR058C/YHR025W/YJR016C/YPR145W/YOR108W/YPL061W/YCR034W/YLR372W/YCL064C",68,"corrected_B1_WT_vs_B1_ATG","Down","BP_organic acid biosynthetic process"
"BP","GO:0046394","carboxylic acid biosynthetic process",0.0457604306864065,0.0334025614399446,0.00181384665131087,0.0263291177979343,0.0237321547881217,"YIL116W/YKL192C/YDL066W/YDR035W/YDR127W/YNR050C/YGR155W/YEL046C/YCL009C/YMR108W/YNL104C/YLR146C/YBR159W/YPR118W/YGL009C/YIR034C/YLR355C/YHR033W/YER023W/YLR380W/YOL052C/YBR034C/YLL027W/YNL135C/YGL026C/YOR278W/YJR025C/YBR263W/YBR041W/YHR208W/YER052C/YMR272C/YPR069C/YJL097W/YNL256W/YER055C/YDR234W/YIL051C/YKL132C/YLR089C/YDL171C/YJL196C/YDL015C/YGL148W/YPR060C/YPL273W/YOR136W/YBR177C/YGR124W/YDR158W/YOR202W/YER086W/YBR249C/YJL200C/YJL130C/YGL202W/YAL012W/YCR053W/YBR084W/YLR058C/YHR025W/YJR016C/YPR145W/YOR108W/YPL061W/YCR034W/YLR372W/YCL064C",68,"corrected_B1_WT_vs_B1_ATG","Down","BP_carboxylic acid biosynthetic process"
"BP","GO:0051168","nuclear export",0.0457604306864065,0.023018345448252,2.01774790009106e-10,1.20934696721587e-08,1.09006346656872e-08,"YGL238W/YDL084W/YGL097W/YPR112C/YDR381W/YBR247C/YER107C/YPL239W/YKL057C/YKL068W/YLR335W/YBL051C/YBL016W/YLL034C/YOR294W/YKL205W/YPR016C/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YMR235C/YGR245C/YIR026C/YER006W/YJL010C/YGL099W/YGR285C/YLR106C/YHR170W/YLR293C/YGR128C/YPL226W/YMR308C/YDR101C/YAL059W/YPL093W/YNL209W/YER036C/YGR090W/YLR264W/YKL009W/YGL123W/YGL135W/YPL220W/YNL178W/YOL121C/YGL189C/YDR450W/YML026C/YMR230W/YDL229W/YIL148W/YKR094C/YJR123W/YDR091C/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",68,"corrected_B1_WT_vs_B1_ATG","Down","BP_nuclear export"
"CC","GO:0035770","ribonucleoprotein granule",0.0451178451178451,0.0237229437229437,3.08747620727352e-09,7.34819337331099e-08,6.30495141274804e-08,"YLR192C/YBL026W/YBR127C/YGR155W/YDL140C/YGL245W/YCR077C/YNR052C/YKL181W/YKL035W/YBR212W/YGL009C/YDR378C/YCR093W/YDR172W/YBL016W/YKL025C/YDR432W/YDR429C/YNL016W/YPL184C/YBR143C/YOR046C/YDL160C/YNL288W/YMR260C/YAL021C/YDL167C/YBR160W/YFL045C/YLR244C/YDR023W/YIR026C/YPR163C/YER165W/YGR162W/YJR007W/YMR146C/YOL123W/YGL105W/YJL138C/YKR059W/YOL139C/YOR204W/YBR079C/YNL209W/YLR180W/YMR309C/YNL255C/YOR361C/YLR249W/YGR185C/YPR129W/YMR012W/YBR025C/YGR234W/YER110C/YLR287C-A/YOR182C/YNL197C/YCL037C/YGR264C/YOR359W/YGR214W/YKL081W/YKL056C/YBR238C",67,"corrected_B1_WT_vs_B1_ATG","Down","CC_ribonucleoprotein granule"
"CC","GO:0036464","cytoplasmic ribonucleoprotein granule",0.0451178451178451,0.0237229437229437,3.08747620727352e-09,7.34819337331099e-08,6.30495141274804e-08,"YLR192C/YBL026W/YBR127C/YGR155W/YDL140C/YGL245W/YCR077C/YNR052C/YKL181W/YKL035W/YBR212W/YGL009C/YDR378C/YCR093W/YDR172W/YBL016W/YKL025C/YDR432W/YDR429C/YNL016W/YPL184C/YBR143C/YOR046C/YDL160C/YNL288W/YMR260C/YAL021C/YDL167C/YBR160W/YFL045C/YLR244C/YDR023W/YIR026C/YPR163C/YER165W/YGR162W/YJR007W/YMR146C/YOL123W/YGL105W/YJL138C/YKR059W/YOL139C/YOR204W/YBR079C/YNL209W/YLR180W/YMR309C/YNL255C/YOR361C/YLR249W/YGR185C/YPR129W/YMR012W/YBR025C/YGR234W/YER110C/YLR287C-A/YOR182C/YNL197C/YCL037C/YGR264C/YOR359W/YGR214W/YKL081W/YKL056C/YBR238C",67,"corrected_B1_WT_vs_B1_ATG","Down","CC_cytoplasmic ribonucleoprotein granule"
"CC","GO:0030686","90S preribosome",0.0451178451178451,0.0159307359307359,1.91514659529523e-21,7.59674816133776e-20,6.51821823661886e-20,"YJR002W/YER082C/YPL217C/YPR112C/YBR247C/YLR129W/YGR145W/YNL075W/YLL011W/YMR128W/YBL004W/YDL060W/YPR137W/YHR196W/YLR175W/YOR206W/YDL148C/YGL171W/YHR148W/YLR409C/YJL010C/YGR103W/YPL266W/YDR324C/YPL126W/YDR060W/YCL059C/YGR128C/YOR272W/YJL109C/YCR057C/YGL120C/YLR222C/YDL014W/YPL012W/YMR093W/YOR310C/YGR090W/YMR049C/YBR181C/YPL090C/YHR203C/YJR145C/YLR197W/YMR229C/YNL132W/YBR189W/YLR441C/YCR031C/YNL178W/YML063W/YOR096W/YLR340W/YGL189C/YDL083C/YMR143W/YLR186W/YBR048W/YDR025W/YJR123W/YDR064W/YMR290C/YBL072C/YER102W/YER131W/YGR214W/YPR144C",67,"corrected_B1_WT_vs_B1_ATG","Down","CC_90S preribosome"
"BP","GO:0006403","RNA localization",0.044414535666218,0.0268258913118726,2.70791684354388e-06,8.38551582550755e-05,7.55841350540055e-05,"YGL238W/YMR125W/YLR347C/YHR036W/YDL084W/YGL097W/YKL130C/YPR112C/YLR208W/YDR381W/YBR247C/YER107C/YBR130C/YKL057C/YKL068W/YLR335W/YBL051C/YKL205W/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YOR001W/YDR395W/YPL169C/YGL171W/YOR046C/YMR235C/YDL160C/YNL064C/YLR064W/YGL178W/YOR198C/YLL013C/YDL145C/YJL050W/YGR082W/YER165W/YLL023C/YLR293C/YGR128C/YPL226W/YMR308C/YLR018C/YGR090W/YLR264W/YGL123W/YLL024C/YER110C/YNL178W/YOL121C/YGL189C/YIL040W/YDR450W/YML026C/YMR230W/YJR123W/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",66,"corrected_B1_WT_vs_B1_ATG","Down","BP_RNA localization"
"BP","GO:0071166","ribonucleoprotein complex localization",0.044414535666218,0.0218068535825545,9.56469032621317e-11,5.92373154203469e-09,5.33944642421233e-09,"YDL084W/YGL097W/YPR112C/YDR381W/YBR247C/YER107C/YPL239W/YKL057C/YKL068W/YLR335W/YBL051C/YLL034C/YOR294W/YKL205W/YPR016C/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YMR235C/YGR245C/YIR026C/YER006W/YJL010C/YGL099W/YGR285C/YLR106C/YHR170W/YLR293C/YGR128C/YPL226W/YMR308C/YDR101C/YAL059W/YPL093W/YNL209W/YER036C/YGR090W/YLR264W/YKL009W/YGL123W/YGL135W/YPL220W/YNL178W/YOL121C/YGL189C/YDR450W/YML026C/YMR230W/YDL229W/YIL148W/YKR094C/YJR123W/YDR091C/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",66,"corrected_B1_WT_vs_B1_ATG","Down","BP_ribonucleoprotein complex localization"
"BP","GO:0071426","ribonucleoprotein complex export from nucleus",0.044414535666218,0.0214607130494981,3.7805543039317e-11,2.50866782025182e-09,2.26122627727644e-09,"YDL084W/YGL097W/YPR112C/YDR381W/YBR247C/YER107C/YPL239W/YKL057C/YKL068W/YLR335W/YBL051C/YLL034C/YOR294W/YKL205W/YPR016C/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YMR235C/YGR245C/YIR026C/YER006W/YJL010C/YGL099W/YGR285C/YLR106C/YHR170W/YLR293C/YGR128C/YPL226W/YMR308C/YDR101C/YAL059W/YPL093W/YNL209W/YER036C/YGR090W/YLR264W/YKL009W/YGL123W/YGL135W/YPL220W/YNL178W/YOL121C/YGL189C/YDR450W/YML026C/YMR230W/YDL229W/YIL148W/YKR094C/YJR123W/YDR091C/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",66,"corrected_B1_WT_vs_B1_ATG","Down","BP_ribonucleoprotein complex export from nucleus"
"BP","GO:0006753","nucleoside phosphate metabolic process",0.0430686406460296,0.0318449290411907,0.0034605955700428,0.0446512956190244,0.0402471312276176,"YKL216W/YOR142W/YGL067W/YOR311C/YGR180C/YFR053C/YJL026W/YDR531W/YKL181W/YBR221C/YML075C/YKR080W/YJL116C/YMR205C/YBL068W/YDR020C/YNL220W/YNR043W/YLR153C/YLR432W/YIL066C/YJR025C/YNR012W/YLR420W/YHR216W/YKL024C/YDL185W/YOL136C/YDR454C/YDR226W/YOL061W/YHR128W/YOR065W/YML126C/YDR408C/YLR359W/YKL060C/YHL011C/YAR015W/YOR074C/YMR300C/YGR192C/YGR061C/YCL050C/YBR252W/YGL234W/YGL101W/YML106W/YHR174W/YML056C/YLR043C/YJR105W/YAL038W/YJL130C/YMR120C/YMR217W/YBR084W/YDR399W/YNL141W/YBR196C/YGL253W/YBL039C/YML022W/YER070W",64,"corrected_B1_WT_vs_B1_ATG","Down","BP_nucleoside phosphate metabolic process"
"CC","GO:0015935","small ribosomal subunit",0.0424242424242424,0.0171428571428571,1.28487803933816e-15,4.17001327312474e-14,3.57798573633879e-14,"YDR337W/YJR101W/YGR084C/YCR077C/YGR118W/YPR132W/YGL020C/YHL004W/YGR054W/YNL096C/YJL191W/YLR264W/YBR181C/YPL090C/YLR333C/YHR203C/YJR145C/YKL156W/YBR189W/YGL123W/YLR441C/YGR027C/YCR031C/YLR287C-A/YOR182C/YNL178W/YML063W/YOL121C/YOR096W/YHL015W/YML024W/YGL189C/YDR450W/YML026C/YMR230W/YDL083C/YMR143W/YDL061C/YBR048W/YDR025W/YJR123W/YLR167W/YDR064W/YBL072C/YER102W/YOR293W/YER131W/YLR048W/YER074W/YIL069C/YJL190C/YJL136C/YLR388W/YGR214W/YOL040C/YLR367W/YOR167C/YNL302C/YDR447C/YOR369C/YMR116C/YHR021C/YKR057W",63,"corrected_B1_WT_vs_B1_ATG","Down","CC_small ribosomal subunit"
"BP","GO:0009117","nucleotide metabolic process",0.0423956931359354,0.0306334371754933,0.00198634159073976,0.0283894051968805,0.0255892264847526,"YKL216W/YOR142W/YGL067W/YOR311C/YGR180C/YFR053C/YJL026W/YDR531W/YKL181W/YBR221C/YML075C/YKR080W/YJL116C/YMR205C/YBL068W/YDR020C/YNL220W/YNR043W/YLR153C/YLR432W/YIL066C/YJR025C/YNR012W/YLR420W/YHR216W/YKL024C/YDL185W/YOL136C/YDR454C/YDR226W/YOL061W/YHR128W/YOR065W/YML126C/YDR408C/YLR359W/YKL060C/YHL011C/YAR015W/YOR074C/YMR300C/YGR192C/YGR061C/YCL050C/YBR252W/YGL234W/YML106W/YHR174W/YML056C/YLR043C/YJR105W/YAL038W/YJL130C/YMR120C/YMR217W/YBR084W/YDR399W/YNL141W/YBR196C/YGL253W/YBL039C/YML022W/YER070W",63,"corrected_B1_WT_vs_B1_ATG","Down","BP_nucleotide metabolic process"
"BP","GO:0042255","ribosome assembly",0.0417227456258412,0.0134994807892004,1.9805391368379e-23,3.34531065113165e-21,3.01534714517617e-21,"YLR022C/YPR112C/YLR221C/YKR081C/YHR066W/YIR012W/YLL008W/YPR016C/YEL055C/YNL182C/YIL110W/YLR009W/YCR072C/YOL080C/YIR026C/YPR041W/YGL099W/YLR106C/YDR060W/YCR057C/YGR085C/YHR197W/YPL211W/YOL077C/YLR075W/YOR063W/YJL191W/YLR264W/YKL009W/YMR229C/YKL156W/YCR031C/YOL127W/YPR102C/YOL121C/YML024W/YLR340W/YGL189C/YGR159C/YMR230W/YPL131W/YGR148C/YBR048W/YDR025W/YIL148W/YKR094C/YDR418W/YEL054C/YJR123W/YLR167W/YOR293W/YML073C/YER131W/YLR048W/YGL031C/YGR214W/YOL040C/YLR448W/YOR167C/YNL302C/YDR447C/YHR021C",62,"corrected_B1_WT_vs_B1_ATG","Down","BP_ribosome assembly"
"BP","GO:0050657","nucleic acid transport",0.0403768506056528,0.023018345448252,7.64414059467047e-07,2.63015059720328e-05,2.37072664446798e-05,"YGL238W/YMR125W/YLR347C/YHR036W/YDL084W/YGL097W/YKL130C/YPR112C/YLR208W/YDR381W/YBR247C/YER107C/YBR130C/YKL057C/YKL068W/YLR335W/YBL051C/YKL205W/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YNL055C/YMR235C/YDL160C/YNL064C/YLR064W/YGR082W/YER165W/YLL023C/YLR293C/YGR128C/YPL226W/YMR308C/YLR018C/YGR090W/YLR264W/YGL123W/YLL024C/YER110C/YNL178W/YOL121C/YGL189C/YIL040W/YDR450W/YML026C/YMR230W/YJR123W/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",60,"corrected_B1_WT_vs_B1_ATG","Down","BP_nucleic acid transport"
"CC","GO:0030312","external encapsulating structure",0.0397306397306397,0.0242424242424242,1.33449015391759e-05,0.000176449253684659,0.00015139829816375,"YJL174W/YHR107C/YJR151C/YNL322C/YHR211W/YLR084C/YJL116C/YDR534C/YLR343W/YBR092C/YLR286C/YDR261C/YMR186W/YGR189C/YCR045C/YLR042C/YGL028C/YKL060C/YMR006C/YKL164C/YDR077W/YJR091C/YGR192C/YJL158C/YLR390W-A/YKR042W/YMR305C/YIL011W/YNL327W/YBR067C/YNL066W/YKR102W/YCR089W/YGR279C/YOL030W/YHR143W/YLL024C/YIL123W/YBR078W/YPL163C/YKL096W-A/YMR307W/YAR050W/YJR150C/YJR004C/YNR044W/YDR144C/YMR215W/YOR009W/YOL161C/YHL046C/YKL096W/YER011W/YOR247W/YAL068C/YGL261C/YLR040C/YNL300W/YEL040W",59,"corrected_B1_WT_vs_B1_ATG","Down","CC_external encapsulating structure"
"CC","GO:0005618","cell wall",0.0397306397306397,0.0240692640692641,1.02350267326343e-05,0.000143236701912377,0.000122901018005312,"YJL174W/YHR107C/YJR151C/YNL322C/YHR211W/YLR084C/YJL116C/YDR534C/YLR343W/YBR092C/YLR286C/YDR261C/YMR186W/YGR189C/YCR045C/YLR042C/YGL028C/YKL060C/YMR006C/YKL164C/YDR077W/YJR091C/YGR192C/YJL158C/YLR390W-A/YKR042W/YMR305C/YIL011W/YNL327W/YBR067C/YNL066W/YKR102W/YCR089W/YGR279C/YOL030W/YHR143W/YLL024C/YIL123W/YBR078W/YPL163C/YKL096W-A/YMR307W/YAR050W/YJR150C/YJR004C/YNR044W/YDR144C/YMR215W/YOR009W/YOL161C/YHL046C/YKL096W/YER011W/YOR247W/YAL068C/YGL261C/YLR040C/YNL300W/YEL040W",59,"corrected_B1_WT_vs_B1_ATG","Down","CC_cell wall"
"CC","GO:0022627","cytosolic small ribosomal subunit",0.0397306397306397,0.0112554112554113,1.0132147607089e-28,6.02862782621793e-27,5.17272798888225e-27,"YCR077C/YGR118W/YPR132W/YGL020C/YGR054W/YNL096C/YJL191W/YLR264W/YBR181C/YPL090C/YLR333C/YHR203C/YJR145C/YKL156W/YBR189W/YGL123W/YLR441C/YGR027C/YCR031C/YLR287C-A/YOR182C/YNL178W/YML063W/YOL121C/YOR096W/YHL015W/YML024W/YGL189C/YDR450W/YML026C/YMR230W/YDL083C/YMR143W/YDL061C/YBR048W/YDR025W/YJR123W/YLR167W/YDR064W/YBL072C/YER102W/YOR293W/YER131W/YLR048W/YER074W/YIL069C/YJL190C/YJL136C/YLR388W/YGR214W/YOL040C/YLR367W/YOR167C/YNL302C/YDR447C/YOR369C/YMR116C/YHR021C/YKR057W",59,"corrected_B1_WT_vs_B1_ATG","Down","CC_cytosolic small ribosomal subunit"
"BP","GO:0050658","RNA transport",0.0397039030955585,0.0226722049151956,1.01160793491253e-06,3.29748691766224e-05,2.97224048835795e-05,"YGL238W/YMR125W/YLR347C/YHR036W/YDL084W/YGL097W/YKL130C/YPR112C/YLR208W/YDR381W/YBR247C/YER107C/YBR130C/YKL057C/YKL068W/YLR335W/YBL051C/YKL205W/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YMR235C/YDL160C/YNL064C/YLR064W/YGR082W/YER165W/YLL023C/YLR293C/YGR128C/YPL226W/YMR308C/YLR018C/YGR090W/YLR264W/YGL123W/YLL024C/YER110C/YNL178W/YOL121C/YGL189C/YIL040W/YDR450W/YML026C/YMR230W/YJR123W/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",59,"corrected_B1_WT_vs_B1_ATG","Down","BP_RNA transport"
"BP","GO:0051236","establishment of RNA localization",0.0397039030955585,0.0226722049151956,1.01160793491253e-06,3.29748691766224e-05,2.97224048835795e-05,"YGL238W/YMR125W/YLR347C/YHR036W/YDL084W/YGL097W/YKL130C/YPR112C/YLR208W/YDR381W/YBR247C/YER107C/YBR130C/YKL057C/YKL068W/YLR335W/YBL051C/YKL205W/YML103C/YBR034C/YBR118W/YPR080W/YAR002W/YOR112W/YDR395W/YPL169C/YOR046C/YMR235C/YDL160C/YNL064C/YLR064W/YGR082W/YER165W/YLL023C/YLR293C/YGR128C/YPL226W/YMR308C/YLR018C/YGR090W/YLR264W/YGL123W/YLL024C/YER110C/YNL178W/YOL121C/YGL189C/YIL040W/YDR450W/YML026C/YMR230W/YJR123W/YOR293W/YER131W/YLR048W/YGR214W/YOL040C/YOR167C/YNL302C",59,"corrected_B1_WT_vs_B1_ATG","Down","BP_establishment of RNA localization"
"CC","GO:0009277","fungal-type cell wall",0.0390572390572391,0.023030303030303,4.41525780530831e-06,7.16475925679576e-05,6.14755991074028e-05,"YHR107C/YJR151C/YNL322C/YHR211W/YLR084C/YJL116C/YDR534C/YLR343W/YBR092C/YLR286C/YDR261C/YMR186W/YGR189C/YCR045C/YLR042C/YGL028C/YKL060C/YMR006C/YKL164C/YDR077W/YJR091C/YGR192C/YJL158C/YLR390W-A/YKR042W/YMR305C/YIL011W/YNL327W/YBR067C/YNL066W/YKR102W/YCR089W/YGR279C/YOL030W/YHR143W/YLL024C/YIL123W/YBR078W/YPL163C/YKL096W-A/YMR307W/YAR050W/YJR150C/YJR004C/YNR044W/YDR144C/YMR215W/YOR009W/YOL161C/YHL046C/YKL096W/YER011W/YOR247W/YAL068C/YGL261C/YLR040C/YNL300W/YEL040W",58,"corrected_B1_WT_vs_B1_ATG","Down","CC_fungal-type cell wall"
"CC","GO:0010494","cytoplasmic stress granule",0.0390572390572391,0.0174891774891775,9.58801348323584e-12,2.6330160103963e-10,2.25919993815517e-10,"YLR192C/YBR127C/YGR155W/YDL140C/YGL245W/YCR077C/YKL181W/YKL035W/YBR212W/YGL009C/YDR172W/YBL016W/YDR432W/YDR429C/YNL016W/YPL184C/YBR143C/YOR046C/YDL160C/YMR260C/YDL167C/YBR160W/YFL045C/YLR244C/YDR023W/YIR026C/YPR163C/YER165W/YGR162W/YJR007W/YMR146C/YOL123W/YGL105W/YJL138C/YKR059W/YOL139C/YOR204W/YBR079C/YNL209W/YLR180W/YMR309C/YNL255C/YOR361C/YLR249W/YGR185C/YPR129W/YMR012W/YBR025C/YGR234W/YER110C/YLR287C-A/YOR182C/YNL197C/YCL037C/YGR264C/YGR214W/YKL081W/YKL056C",58,"corrected_B1_WT_vs_B1_ATG","Down","CC_cytoplasmic stress granule"
"BP","GO:0000460","maturation of 5.8S rRNA",0.0383580080753701,0.0155763239875389,4.12856594970086e-14,4.037302912918e-12,3.63908500053965e-12,"YJR002W/YML093W/YER082C/YLR059C/YPR112C/YKR081C/YBR247C/YLR129W/YOL021C/YDR339C/YNL232W/YDL031W/YGR158C/YBR142W/YBL004W/YOR294W/YGL246C/YOR004W/YGR195W/YPR137W/YPR016C/YDL111C/YOR001W/YDL148C/YGL171W/YLL035W/YJL050W/YJL010C/YGR103W/YLR293C/YCL059C/YOR272W/YJL109C/YCR057C/YER126C/YGL120C/YGL078C/YNR038W/YKL014C/YLR222C/YDR500C/YOL077C/YOR310C/YMR049C/YLR185W/YMR229C/YHR052W/YJL177W/YDR450W/YML026C/YLR186W/YKL180W/YLR048W/YJL136C/YGR214W/YPR144C/YKR057W",57,"corrected_B1_WT_vs_B1_ATG","Down","BP_maturation of 5.8S rRNA"
"BP","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0383580080753701,0.0155763239875389,4.12856594970086e-14,4.037302912918e-12,3.63908500053965e-12,"YJR002W/YML093W/YER082C/YLR059C/YPR112C/YKR081C/YBR247C/YLR129W/YOL021C/YDR339C/YNL232W/YDL031W/YGR158C/YBR142W/YBL004W/YOR294W/YGL246C/YOR004W/YGR195W/YPR137W/YPR016C/YDL111C/YOR001W/YDL148C/YGL171W/YLL035W/YJL050W/YJL010C/YGR103W/YLR293C/YCL059C/YOR272W/YJL109C/YCR057C/YER126C/YGL120C/YGL078C/YNR038W/YKL014C/YLR222C/YDR500C/YOL077C/YOR310C/YMR049C/YLR185W/YMR229C/YHR052W/YJL177W/YDR450W/YML026C/YLR186W/YKL180W/YLR048W/YJL136C/YGR214W/YPR144C/YKR057W",57,"corrected_B1_WT_vs_B1_ATG","Down","BP_maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"CC","GO:0005576","extracellular region",0.0343434343434343,0.0204329004329004,2.2381884357535e-05,0.000275528714332413,0.000236411192306449,"YJL174W/YJR151C/YNL322C/YHR211W/YDR534C/YER065C/YLR286C/YJL079C/YDR261C/YGR189C/YCR045C/YLR042C/YGL028C/YMR006C/YKL164C/YDR420W/YDR077W/YJL158C/YLR390W-A/YKR042W/YMR305C/YIL011W/YNL327W/YBR067C/YNL066W/YKR013W/YKR102W/YCR089W/YGR279C/YOL030W/YHR143W/YLL024C/YIL123W/YBR078W/YKL096W-A/YMR307W/YAR050W/YGR014W/YGL089C/YJR150C/YJR004C/YNR044W/YDR144C/YMR215W/YOR009W/YKL096W/YER011W/YOR247W/YLR040C/YNL300W/YEL040W",51,"corrected_B1_WT_vs_B1_ATG","Down","CC_extracellular region"
"BP","GO:0000469","cleavage involved in rRNA processing",0.0343203230148048,0.0141917618553133,2.59224916859021e-12,2.09408650227852e-10,1.8875370376325e-10,"YJR002W/YML093W/YER082C/YPL217C/YLR059C/YPR112C/YBR247C/YLR129W/YOL021C/YDR339C/YNL232W/YGR158C/YBL004W/YDL060W/YOR294W/YGL246C/YOR004W/YGR195W/YPR137W/YDL111C/YOR001W/YDL148C/YGL171W/YDL208W/YLL035W/YJL050W/YJL010C/YLR293C/YCL059C/YJL109C/YCR057C/YGL078C/YHR072W-A/YLR222C/YDR500C/YOL077C/YOR310C/YLR185W/YMR229C/YHR052W/YJL177W/YDR450W/YML026C/YLR186W/YKL180W/YLR048W/YJL136C/YGR214W/YPR144C/YHR021C/YKR057W",51,"corrected_B1_WT_vs_B1_ATG","Down","BP_cleavage involved in rRNA processing"
"BP","GO:0019693","ribose phosphate metabolic process",0.0336473755047106,0.0218068535825545,0.000358435092946294,0.00679563676218586,0.0061253515883733,"YKL216W/YOR142W/YOR311C/YFR053C/YDR531W/YKL181W/YBR221C/YML075C/YJL116C/YMR205C/YBL068W/YDR020C/YNL220W/YNR043W/YLR153C/YLR432W/YNR012W/YLR420W/YHR216W/YKL024C/YDL185W/YOL136C/YDR454C/YDR226W/YOL061W/YHR128W/YOR065W/YML126C/YDR408C/YLR359W/YKL060C/YHL011C/YAR015W/YMR300C/YGR192C/YGR061C/YGL234W/YML106W/YHR174W/YML056C/YJR105W/YAL038W/YJL130C/YMR120C/YMR217W/YDR399W/YBR196C/YGL253W/YBL039C/YML022W",50,"corrected_B1_WT_vs_B1_ATG","Down","BP_ribose phosphate metabolic process"
"MF","GO:0019843","rRNA binding",0.0332203389830508,0.0139227288548556,1.46569067372981e-11,1.15300999666745e-09,1.01826931017018e-09,"YDR337W/YPR112C/YPL043W/YKR081C/YNL075W/YHR066W/YOR004W/YEL055C/YOR001W/YHR148W/YOL041C/YGR103W/YHR170W/YNL067W/YGR085C/YDR500C/YOL077C/YLR249W/YJL191W/YDR385W/YOR133W/YMR049C/YKL009W/YLR185W/YHR203C/YJR145C/YMR229C/YBR189W/YGL123W/YCR031C/YHR052W/YBL087C/YER117W/YOL127W/YPR102C/YLR340W/YDR450W/YML026C/YLR186W/YFR031C-A/YIL018W/YPL131W/YBR048W/YDR025W/YDR418W/YEL054C/YJR123W/YDR064W/YGL147C",49,"corrected_B1_WT_vs_B1_ATG","Down","MF_rRNA binding"
"BP","GO:0072521","purine-containing compound metabolic process",0.0329744279946164,0.0226722049151956,0.00189586746805378,0.0273063701987902,0.0246130162519263,"YOR142W/YOR311C/YFR053C/YDR531W/YKL181W/YBR221C/YML075C/YKR080W/YJL116C/YMR205C/YBL068W/YNL220W/YOL052C/YNR043W/YLR153C/YLR432W/YHR216W/YKL024C/YDL185W/YOL136C/YDR454C/YDR226W/YOL061W/YOR065W/YML126C/YDR408C/YLR359W/YKL060C/YHL011C/YAR015W/YPL273W/YMR300C/YGR192C/YGR061C/YER043C/YBR252W/YGL234W/YHR174W/YML056C/YJR105W/YAL038W/YMR120C/YMR217W/YBR084W/YDR399W/YNL141W/YBR196C/YGL253W/YML022W",49,"corrected_B1_WT_vs_B1_ATG","Down","BP_purine-containing compound metabolic process"
